element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out
145,3,10,2,True,2025-08-16T14:00:00Z,1,1,1,False,90,0,0,0,1,0,0,0,0,0,0,0,8,15.0,26.7,4.0,4.6,4,3,2,6,1,0.00,0.09,0.09,0.76,45,0,634857,0,0
145,16,9,0,False,2025-08-24T13:00:00Z,2,0,2,False,66,0,0,0,2,0,0,0,1,0,0,0,2,4.8,1.0,4.0,1.0,4,2,1,5,1,0.00,0.02,0.02,1.20,45,-13107,644032,30745,43852
145,22,13,2,True,2025-08-31T13:00:00Z,2,1,3,False,90,0,0,0,1,0,0,0,0,0,0,0,12,4.8,9.8,2.0,1.7,2,8,1,3,1,0.00,0.36,0.36,1.82,45,-92545,532901,6323,98868
145,32,4,1,False,2025-09-13T14:00:00Z,2,1,4,False,23,0,0,0,1,0,0,0,0,0,0,0,2,3.8,0.2,2.0,0.6,0,2,2,2,1,0.00,0.00,0.00,0.06,45,-94606,462342,8422,103028
145,43,18,0,True,2025-09-20T14:00:00Z,2,2,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-89097,380324,533,89630
145,53,7,8,False,2025-09-27T14:00:00Z,1,3,6,False,5,1,0,0,0,0,0,0,0,0,0,1,20,33.2,0.5,33.0,6.7,0,0,0,0,0,0.64,0.00,0.64,0.41,44,-76311,305197,1147,77458
145,70,20,1,False,2025-10-05T13:00:00Z,1,1,7,False,20,0,0,0,0,0,0,0,0,0,0,0,10,7.6,15.1,7.0,3.0,0,0,0,0,0,0.04,0.07,0.11,0.05,44,-6633,303947,11390,18023
145,71,15,1,True,2025-10-18T14:00:00Z,2,1,8,False,54,0,0,0,1,0,0,0,0,0,0,0,3,8.8,6.2,17.0,3.2,2,4,1,3,0,0.02,0.01,0.03,1.27,44,-22303,281444,4797,27100
145,88,14,0,False,2025-10-25T16:30:00Z,4,2,9,False,58,0,0,0,2,0,0,0,0,0,0,0,4,6.0,25.3,4.0,3.5,2,5,0,2,1,0.04,0.20,0.24,0.62,44,-18055,263790,2415,20470
145,91,11,0,True,2025-11-01T15:00:00Z,3,0,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,44,-13761,250950,4051,17812
145,104,8,1,False,2025-11-09T14:00:00Z,0,0,11,False,5,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.1,0.0,0.0,0,1,0,0,0,0.00,0.00,0.00,0.16,43,-19157,231000,585,19742
145,113,5,1,True,2025-11-22T15:00:00Z,2,1,12,False,45,0,0,0,0,0,0,0,0,0,0,0,2,1.4,15.5,0.0,1.7,0,1,2,2,0,0.00,0.06,0.06,1.05,43,-13015,218504,892,13907
145,127,16,15,False,2025-11-30T14:05:00Z,0,2,13,False,83,1,0,1,0,0,0,0,0,0,0,3,49,49.8,55.5,21.0,12.6,3,2,0,3,1,0.40,0.29,0.69,0.70,43,-8981,208632,575,9556
145,133,2,0,True,2025-12-03T19:30:00Z,3,4,14,False,90,0,0,0,4,0,0,0,0,0,0,0,5,16.4,31.8,7.0,5.5,0,2,0,0,1,0.06,0.11,0.17,2.41,43,14273,229069,16965,2692
145,143,19,8,True,2025-12-07T14:00:00Z,1,1,15,False,71,0,0,1,0,0,0,0,0,0,0,2,35,18.2,56.8,4.0,7.9,2,3,1,3,1,0.00,0.44,0.44,0.72,43,14508,251272,20359,5851
145,156,12,0,False,2025-12-13T15:00:00Z,2,0,16,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,43,18121,259654,33681,15560
145,163,17,6,True,2025-12-20T15:00:00Z,0,0,17,False,63,0,0,1,0,0,0,0,0,0,0,0,23,7.6,19.0,8.0,3.5,4,2,0,4,1,0.03,0.27,0.30,1.16,43,12923,275410,24682,11759
